,client,site,date,accuracy cameras. m,Number of images,Flying altitude,Ground resolution,Coverage area,Tie points,Projections,Camera Model,Resolution,Pixel Size,Total (cm),Matching time,Alignment time,X error (cm),Y error (cm),Z error (cm),XY error (cm),Total (cm).1,Resolution.1,Point density,Coordinate system,RMS reprojection error,Max reprojection error,Mean key point size,Effective overlap,Accuracy,Optimization time,Depth maps generation time,Dense cloud generation time,control photoscan,accuracy cameras,camera model,resolution,number of photos,"Average camera location error, cm","fact accuracy in photoscans,cm",image overlap,fractional dem-diff,fractional dd colours,volume control,monitoring area,result
690,as-builts,rmv-realty-inc-pa3-phase-1-grading,2001-01-17,0.05,190.0,87.2,2.41,0.1022,855803.0,2957510.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,2.0,1063.0,166.0,1.6,4.3,0.8,4.6,4.6,8.8,1292.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.143539 (0.662309 pix),0.583909 (39.5227 pix),4.34378,3.62018,High,23.0,322.0,195.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,190.0,2.0,4.6,good overlapping,good,white,FALSE,True,acceptable
697,as-builts,rmv-realty-inc-pa3-phase-1-grading,2001-01-20,0.05,391.0,93.7,2.59,0.1232,1398635.0,6769186.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,3.2,2204.0,350.0,2.1,4.1,1.0,4.6,4.7,9.22,1182.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.138265 (0.648179 pix),0.582405 (32.3713 pix),4.17125,5.23003,High,42.0,919.0,391.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,391.0,3.0,4.7,good overlapping,normal,white,FALSE,False,good
693,as-builts,rmv-realty-inc-pa3-phase-1-grading,2001-01-21,0.05,392.0,93.9,2.61,0.1232,1392578.0,6759938.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,3.1,2560.0,425.0,2.3,3.8,1.4,4.5,4.7,9.25,1172.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.137861 (0.633649 pix),0.620152 (33.7199 pix),4.16823,5.27196,High,54.0,962.0,452.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,392.0,3.0,4.7,good overlapping,good,white,FALSE,False,acceptable
708,as-builts,rmv-realty-inc-pa3-phase-1-grading,2001-01-23,0.05,580.0,89.7,2.49,0.3612,2241949.0,10429711.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.1,2871.0,519.0,2.0,4.3,1.6,4.8,5.0,8.89,1272.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.137804 (0.624078 pix),0.611931 (44.1553 pix),3.74607,5.03634,High,88.0,1306.0,686.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,580.0,5.0,5.0,good overlapping,good,white,FALSE,False,good
736,as-builts,rmv-realty-inc-pa3-phase-1-grading,2001-02-03,0.05,336.0,102.0,2.8,0.1862,1298340.0,5788289.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.2,1926.0,287.0,2.1,3.6,1.3,4.2,4.4,9.97,1012.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.136083 (0.611758 pix),0.594241 (30.7184 pix),3.7072,4.87836,High,36.0,782.0,508.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,336.0,5.0,4.4,good overlapping,normal,blue,FALSE,False,acceptable
737,as-builts,rmv-realty-inc-pa3-phase-1-grading,2001-02-05,0.05,1166.0,94.4,2.6,0.4752,3981541.0,20366168.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,4.5,7740.0,1069.0,2.3,5.5,1.6,6.0,6.2,9.3,1162.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.142373 (0.629634 pix),0.659373 (39.1329 pix),3.73917,5.63831,High,133.0,3109.0,1693.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,1166.0,4.0,6.2,good overlapping,normal,blue,FALSE,False,acceptable
738,as-builts,rmv-realty-inc-pa3-phase-1-grading,2001-02-06,0.05,385.0,85.7,2.38,0.1222,1335165.0,7135314.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.1,3960.0,305.0,2.5,4.4,1.5,5.1,5.3,8.51,1382.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.141943 (0.518415 pix),0.65905 (35.6877 pix),3.27588,5.66557,High,68.0,832.0,444.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,385.0,5.0,5.3,good overlapping,good,white,FALSE,False,good
743,as-builts,rmv-realty-inc-pa3-phase-1-grading,2001-02-07,0.05,190.0,90.0,2.49,0.1092,898635.0,3326825.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,3.1,866.0,159.0,2.1,4.2,1.9,4.7,5.1,8.91,1262.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.128722 (0.621472 pix),0.595966 (30.347 pix),3.95351,3.97857,High,28.0,362.0,126.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,190.0,3.0,5.1,good overlapping,good,white,FALSE,False,good
745,as-builts,rmv-realty-inc-pa3-phase-1-grading,2001-02-10,0.05,580.0,101.0,2.8,0.3722,2089447.0,10085794.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,3.9,3780.0,567.0,2.8,3.8,1.8,4.7,5.1,9.98,1002.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.139333 (0.653231 pix),0.66622 (39.0737 pix),3.99053,5.29561,High,100.0,1552.0,855.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,580.0,4.0,5.1,good overlapping,good,white,FALSE,False,good
746,as-builts,rmv-realty-inc-pa3-phase-1-grading,2001-02-11,0.05,391.0,92.0,2.55,0.1262,1586555.0,7031893.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,3.9,2044.0,318.0,1.3,2.2,2.0,2.5,3.2,9.07,1222.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.135889 (0.614654 pix),0.817525 (55.7784 pix),3.68544,4.76117,High,44.0,849.0,381.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,391.0,4.0,3.2,good overlapping,good,white,FALSE,False,good
769,as-builts,rmv-realty-inc-pa3-phase-1-grading,2001-02-24,0.05,195.0,93.0,2.54,0.1162,870174.0,3664621.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.2,804.0,177.0,2.7,3.0,1.2,4.1,4.2,9.12,1202.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.132696 (0.543524 pix),0.625171 (28.7333 pix),3.52536,4.4728,High,25.0,406.0,137.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,195.0,5.0,4.2,good overlapping,good,white,FALSE,False,good
782,as-builts,rmv-realty-inc-pa3-phase-1-grading,2001-03-02,0.05,586.0,98.6,2.73,0.3522,1679257.0,10484833.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,6.0,6720.0,517.0,2.9,3.8,2.9,4.8,5.6,9.73,1062.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.146524 (0.529634 pix),0.669833 (33.3526 pix),3.21974,6.87222,High,109.0,1768.0,879.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,586.0,6.0,5.6,good overlapping,normal,blue,FALSE,False,good
784,as-builts,rmv-realty-inc-pa3-phase-1-grading,2001-03-03,0.05,195.0,101.0,2.85,0.1082,586538.0,3503724.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.6,2289.0,148.0,2.3,1.7,0.8,2.8,2.9,10.1,97.52,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.147446 (0.616542 pix),0.684126 (25.2302 pix),3.60073,6.55804,High,31.0,582.0,185.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,195.0,6.0,2.9,good overlapping,good,red,FALSE,False,good
793,as-builts,rmv-realty-inc-pa3-phase-1-grading,2001-03-06,0.05,200.0,89.2,2.48,0.07032,923088.0,3093341.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,4.8,1154.0,168.0,1.5,2.4,3.1,2.9,4.2,8.8,1292.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.128418 (0.793218 pix),0.818784 (34.1574 pix),4.79385,3.66484,High,25.0,414.0,188.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,200.0,5.0,4.2,good overlapping,normal,blue,FALSE,False,acceptable
804,as-builts,rmv-realty-inc-pa3-phase-1-grading,2001-03-17,0.05,390.0,78.4,2.11,0.1332,2290247.0,7140626.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,4.1,1495.0,313.0,2.9,3.7,0.3,4.7,4.7,7.63,1722.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.116223 (0.556907 pix),0.698631 (33.7564 pix),3.97618,3.27844,High,61.0,501.0,278.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,390.0,4.0,4.7,good overlapping,normal,red,FALSE,False,acceptable
817,as-builts,rmv-realty-inc-pa3-phase-1-grading,2001-03-31,0.05,195.0,88.9,2.46,0.1152,703120.0,3601678.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.4,1207.0,155.0,1.8,2.8,2.3,3.3,4.0,8.78,1302.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.147022 (0.64385 pix),0.623551 (27.8246 pix),4.11072,5.40845,High,0.0,0.0,0.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,195.0,5.0,4.0,good overlapping,good,white,FALSE,False,acceptable
819,as-builts,rmv-realty-inc-pa3-phase-1-grading,2001-04-01,0.05,196.0,88.3,2.47,0.1142,727092.0,3610193.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,4.9,953.0,122.0,1.6,4.3,1.8,4.6,4.9,9.45,1122.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.1367 (0.631786 pix),0.606795 (32.6687 pix),3.81458,4.95507,High,36.0,445.0,155.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,196.0,5.0,4.9,good overlapping,good,white,FALSE,False,acceptable
820,as-builts,rmv-realty-inc-pa3-phase-1-grading,2001-04-01,0.05,196.0,88.3,2.47,0.1142,727092.0,3610193.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,4.9,953.0,122.0,1.6,4.3,1.8,4.6,4.9,9.45,1122.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.1367 (0.631786 pix),0.606795 (32.6687 pix),3.81458,4.95507,High,36.0,445.0,155.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,196.0,5.0,4.9,good overlapping,good,white,FALSE,False,acceptable
917,as-builts,rmv-realty-inc-pa3-phase-1-grading,2001-06-02,0.05,413.0,87.2,2.38,0.2482,1008945.0,3844378.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,2.0,188.0,306.0,1.6,2.3,0.3,2.8,2.8,8.52,1382.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.11885 (1.1541 pix),0.579634 (41.6753 pix),8.35602,4.19302,Medium,33.0,837.0,394.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,413.0,2.0,2.8,good overlapping,normal,red,FALSE,False,acceptable
689,as-builts,rmv-realty-inc-pa3-phase-1-grading,2002-01-17,0.05,581.0,93.6,2.62,0.3522,2302089.0,10079551.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,3.8,3014.0,507.0,2.0,5.3,0.8,5.7,5.7,9.29,1162.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.133528 (0.625074 pix),0.605893 (52.7991 pix),3.8972,4.75804,High,65.0,1340.0,736.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,581.0,4.0,5.7,good overlapping,normal,red-blue,FALSE,True,acceptable
694,as-builts,rmv-realty-inc-pa3-phase-1-grading,2002-01-21,0.05,391.0,95.0,2.65,0.1222,1307065.0,6783703.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,31.2,2362.0,328.0,2.4,4.1,1.2,4.8,4.9,9.41,1132.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.13755 (0.6264 pix),0.606799 (42.4588 pix),4.06571,5.63461,High,68.0,1008.0,533.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,391.0,31.0,4.9,good overlapping,good,white,FALSE,False,acceptable
709,as-builts,rmv-realty-inc-pa3-phase-1-grading,2002-01-23,0.05,195.0,85.3,2.39,0.1072,686237.0,3550398.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,4.7,1107.0,135.0,1.6,2.4,0.6,2.9,3.0,8.48,1392.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.134366 (0.533239 pix),0.574882 (25.8726 pix),3.36905,5.52878,High,29.0,399.0,135.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,195.0,5.0,3.0,good overlapping,good,white,FALSE,False,good
734,as-builts,rmv-realty-inc-pa3-phase-1-grading,2002-02-05,0.05,580.0,90.7,2.48,0.3632,2467944.0,10601700.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,4.9,3060.0,514.0,1.9,4.7,1.7,5.1,5.3,8.89,1272.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.134362 (0.589869 pix),0.644595 (35.9619 pix),3.69134,4.61593,High,85.0,1217.0,613.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,580.0,5.0,5.3,good overlapping,normal,red,FALSE,True,acceptable
770,as-builts,rmv-realty-inc-pa3-phase-1-grading,2002-02-25,0.05,195.0,93.6,2.54,0.1212,481429.0,2067033.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,18.5,78.0,226.0,4.9,2.5,2.0,5.5,5.8,9.14,1202.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.120699 (1.12351 pix),0.911177 (49.618 pix),7.93875,4.74326,Medium,25.0,433.0,128.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,195.0,19.0,5.8,good overlapping,normal,white,FALSE,False,acceptable
789,as-builts,rmv-realty-inc-pa3-phase-1-grading,2002-03-03,0.05,195.0,100.0,2.83,0.1132,799544.0,3459621.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.1,1344.0,146.0,5.8,2.5,3.0,6.3,7.0,10.1,98.82,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.13921 (0.658081 pix),0.659421 (28.1753 pix),3.9051,4.78324,High,24.0,526.0,171.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,195.0,5.0,7.0,good overlapping,good,white,FALSE,False,good
787,as-builts,rmv-realty-inc-pa3-phase-1-grading,2002-03-04,0.05,585.0,115.0,3.13,0.3472,1759969.0,9589770.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,4.6,4920.0,477.0,1.5,1.8,2.8,2.4,3.7,11.2,80.12,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.141578 (0.633815 pix),0.748933 (33.4891 pix),3.69652,6.36359,High,79.0,2165.0,1369.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,585.0,5.0,3.7,good overlapping,normal,red,FALSE,False,acceptable
795,as-builts,rmv-realty-inc-pa3-phase-1-grading,2002-03-09,0.05,390.0,95.1,2.63,0.1172,1332805.0,5744727.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,4.2,2389.0,284.0,1.9,1.9,1.6,2.7,3.1,9.38,1142.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.134962 (0.733825 pix),0.727798 (30.2557 pix),4.52512,4.7788,High,96.0,911.0,528.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,390.0,4.0,3.1,good overlapping,normal,blue,FALSE,False,acceptable
803,as-builts,rmv-realty-inc-pa3-phase-1-grading,2002-03-17,0.05,196.0,78.8,2.12,0.09892,998805.0,3047299.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,3.0,681.0,160.0,3.1,5.5,4.2,6.4,7.6,7.63,1722.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.11421 (0.562013 pix),0.639276 (26.1124 pix),4.06446,3.22475,High,25.0,271.0,106.0,normal,0.05,FC6310R (8.8 mm),5472 x 3648,196.0,3.0,7.6,good overlapping,good,white,TRUE,True,acceptable
825,as-builts,rmv-realty-inc-pa3-phase-1-grading,2002-03-31,0.05,195.0,89.4,2.47,0.1152,762619.0,3620802.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.2,1168.0,140.0,2.1,2.0,2.1,2.9,3.6,8.82,1292.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.144631 (0.666196 pix),0.577536 (31.2908 pix),4.20211,5.01169,High,25.0,453.0,142.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,195.0,5.0,3.6,good overlapping,good,white,FALSE,False,acceptable
818,as-builts,rmv-realty-inc-pa3-phase-1-grading,2002-04-02,0.05,197.0,115.0,3.21,0.1042,757208.0,3080040.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.6,1352.0,288.0,0.8,2.2,2.4,2.3,3.4,11.3,78.42,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.128625 (0.727779 pix),0.658742 (33.7208 pix),4.6883,4.65135,High,28.0,634.0,228.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,197.0,6.0,3.4,good overlapping,normal,blue,FALSE,False,acceptable
918,as-builts,rmv-realty-inc-pa3-phase-1-grading,2002-06-04,0.05,195.0,89.7,2.46,0.1172,487409.0,2001201.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,2.1,98.0,156.0,2.4,3.8,0.6,4.5,4.6,8.81,1292.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.119458 (1.1108 pix),0.558135 (37.7734 pix),8.12909,4.47835,Medium,13.0,425.0,129.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,195.0,2.0,4.6,good overlapping,good,white,FALSE,False,good
777,as-builts,rmv-realty-inc-pa3-phase-1-grading,2003-02-27,0.05,196.0,89.5,2.43,0.1172,724726.0,3650174.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,18.2,1159.0,136.0,4.1,3.7,2.0,5.5,5.9,8.74,1312.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.14449 (0.628283 pix),0.689072 (27.1988 pix),4.0232,5.33796,High,34.0,424.0,142.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,196.0,18.0,5.9,good overlapping,normal,red,FALSE,False,acceptable
788,as-builts,rmv-realty-inc-pa3-phase-1-grading,2003-03-04,0.05,195.0,110.0,3.05,0.1082,605175.0,3289656.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,3.9,1426.0,109.0,2.0,1.9,0.7,2.8,2.9,10.8,85.32,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.139563 (0.607912 pix),0.591508 (28.879 pix),3.64896,6.15733,High,21.0,599.0,207.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,195.0,4.0,2.9,good overlapping,normal,red,FALSE,False,acceptable
815,as-builts,rmv-realty-inc-pa3-phase-1-grading,2003-03-31,0.05,195.0,86.2,2.4,0.1152,756988.0,3629456.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,4.6,1133.0,154.0,2.4,2.8,3.8,3.7,5.3,8.58,1362.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.145166 (0.661948 pix),0.692501 (32.3949 pix),4.15559,5.04697,High,27.0,428.0,138.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,195.0,5.0,5.3,good overlapping,normal,red,FALSE,False,acceptable
821,as-builts,rmv-realty-inc-pa3-phase-1-grading,2003-04-01,0.05,195.0,89.4,2.46,0.1142,882217.0,3632122.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,4.9,939.0,138.0,2.9,1.8,4.3,3.4,5.5,8.83,1282.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.140888 (0.700524 pix),0.61581 (28.6216 pix),4.17252,4.3589,High,28.0,424.0,137.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,195.0,5.0,5.5,good overlapping,normal,red,TRUE,False,acceptable
691,as-builts,rmv-realty-inc-pa3-phase-1-grading,2004-01-17,0.05,196.0,102.0,2.84,0.1072,669860.0,3190481.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,3.0,1877.0,191.0,1.7,3.2,2.5,3.6,4.4,10.0,99.92,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.151086 (0.667456 pix),1.00413 (27.0687 pix),4.30095,5.33253,High,30.0,545.0,337.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,196.0,3.0,4.4,good overlapping,normal,red-blue,FALSE,True,acceptable
772,as-builts,rmv-realty-inc-pa3-phase-1-grading,2004-02-25,0.05,393.0,92.6,2.57,0.1212,1574963.0,6014688.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,3.4,2141.0,303.0,2.7,3.2,2.6,4.2,4.9,9.08,1212.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.128099 (0.637588 pix),0.920786 (33.0274 pix),3.91446,4.16342,High,47.0,776.0,392.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,393.0,3.0,4.9,good overlapping,normal,red,TRUE,False,acceptable
774,as-builts,rmv-realty-inc-pa3-phase-1-grading,2004-02-26,0.05,195.0,95.1,2.6,0.1132,591377.0,3582024.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.6,1363.0,170.0,3.8,4.0,1.4,5.5,5.6,9.32,1152.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.141774 (0.492814 pix),0.576637 (19.8881 pix),3.14796,6.48405,High,6.0,463.0,160.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,195.0,6.0,5.6,good overlapping,normal,red,FALSE,False,acceptable
790,as-builts,rmv-realty-inc-pa3-phase-1-grading,2004-03-05,0.05,390.0,99.4,2.67,0.1272,1362997.0,7181819.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,6.1,2411.0,331.0,1.7,3.1,2.9,3.6,4.6,9.61,1082.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.146797 (0.65452 pix),0.672207 (28.3107 pix),3.83925,5.69563,High,49.0,1063.0,463.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,390.0,6.0,4.6,good overlapping,normal,red,FALSE,False,acceptable
822,as-builts,rmv-realty-inc-pa3-phase-1-grading,2004-04-01,0.05,196.0,88.3,2.47,0.1142,727096.0,3610227.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,4.9,953.0,124.0,3.3,3.5,1.4,4.8,5.0,8.8,1292.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.144742 (0.649916 pix),0.66896 (28.7338 pix),3.88684,5.29949,High,32.0,456.0,140.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,196.0,5.0,5.0,good overlapping,normal,red,FALSE,False,acceptable
778,as-builts,rmv-realty-inc-pa3-phase-1-grading,2005-02-27,0.05,195.0,90.6,2.5,0.1022,852973.0,3269935.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,3.7,1062.0,153.0,3.6,3.5,1.4,5.0,5.2,8.8,1292.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.130361 (0.660305 pix),0.601164 (29.7637 pix),4.35953,4.11595,High,37.0,377.0,227.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,195.0,4.0,5.2,good overlapping,normal,red,FALSE,False,acceptable
345,brennan-tucker-homes,the-estates-at-wind-song-hill-addition,2019-06-03,10.0,1317.0,77.9,2.13,0.1692,2170798.0,17394315.0,FC6310 (8.8 mm),4864 x 3648,2.61 x 2.61 um,394.6,8820.0,2078.0,1.2,1.7,0.6,2.1,2.2,7.9,1602.0,NAD83 / Texas North Central (ftUS) (EPSG::2276),0.20279 (0.490026 pix),1.26151 (39.1694 pix),2.2999,13.4038,High,21.0,4080.0,1939.0,good,10.0,FC6310 (8.8 mm),4864 x 3648,1317.0,395.0,2.2,good overlapping,good,white,TRUE,False,good
337,engeo,treasure-island,2019-06-09,10.0,1168.0,109.0,2.96,0.7562,4665147.0,16877065.0,FC6310 (8.8 mm),4864 x 3648,2.61 x 2.61 um,1916.0,6300.0,893.0,3.8,3.3,2.1,5.0,5.4,11.0,82.92,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.163444 (0.831334 pix),5.40262 (46.9664 pix),4.55186,4.04532,High,93.0,2253.0,2945.0,good,10.0,FC6310 (8.8 mm),4864 x 3648,1168.0,1916.0,5.4,good overlapping,good,white,TRUE,False,acceptable
341,lennar,innovation-village,2019-06-09,0.05,388.0,127.0,3.57,0.4332,1910756.0,6439438.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,7.6,1652.0,407.0,5.4,4.4,3.0,7.0,7.6,12.7,62.22,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.138582 (0.703118 pix),0.555221 (38.938 pix),4.44169,3.5,High,10.0,598.0,287.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,388.0,8.0,7.6,good overlapping,normal,red,TRUE,False,good
338,engeo,treasure-island,2019-06-09,10.0,1168.0,109.0,2.96,0.7562,4665147.0,16877065.0,FC6310 (8.8 mm),4864 x 3648,2.61 x 2.61 um,1916.0,6300.0,893.0,3.8,3.3,2.1,5.0,5.4,11.0,82.92,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.163444 (0.831334 pix),5.40262 (46.9664 pix),4.55186,4.04532,High,93.0,2253.0,2945.0,good,10.0,FC6310 (8.8 mm),4864 x 3648,1168.0,1916.0,5.4,good overlapping,good,blue,TRUE,False,acceptable
340,engeo,treasure-island,2019-06-09,10.0,1168.0,109.0,2.96,0.7562,4665147.0,16877065.0,FC6310 (8.8 mm),4864 x 3648,2.61 x 2.61 um,1916.0,6300.0,893.0,3.8,3.3,2.1,5.0,5.4,11.0,82.92,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.163444 (0.831334 pix),5.40262 (46.9664 pix),4.55186,4.04532,High,93.0,2253.0,2945.0,good,10.0,FC6310 (8.8 mm),4864 x 3648,1168.0,1916.0,5.4,good overlapping,good,blue,TRUE,False,acceptable
339,engeo,treasure-island,2019-06-09,10.0,1168.0,109.0,2.96,0.7562,4665147.0,16877065.0,FC6310 (8.8 mm),4864 x 3648,2.61 x 2.61 um,1916.0,6300.0,893.0,3.8,3.3,2.1,5.0,5.4,11.0,82.92,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.163444 (0.831334 pix),5.40262 (46.9664 pix),4.55186,4.04532,High,93.0,2253.0,2945.0,good,10.0,FC6310 (8.8 mm),4864 x 3648,1168.0,1916.0,5.4,good overlapping,good,white,TRUE,False,acceptable
344,lennar,gateway,2019-06-09,0.05,349.0,134.0,3.7,0.3692,1108141.0,6210735.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,14.0,2623.0,390.0,1.6,2.7,1.2,3.1,3.3,13.2,57.52,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.144515 (0.598742 pix),0.734029 (41.5893 pix),3.66151,6.04847,High,62.0,862.0,409.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,349.0,14.0,3.3,good overlapping,normal,blue,TRUE,False,acceptable
