,client,site,date,accuracy cameras. m,Number of images,Flying altitude,Ground resolution,Coverage area,Tie points,Projections,Camera Model,Resolution,Pixel Size,Total (cm),Matching time,Alignment time,X error (cm),Y error (cm),Z error (cm),XY error (cm),Total (cm).1,Resolution.1,Point density,Coordinate system,RMS reprojection error,Max reprojection error,Mean key point size,Effective overlap,Accuracy,Optimization time,Depth maps generation time,Dense cloud generation time,control photoscan,accuracy cameras,camera model,resolution,number of photos,"Average camera location error, cm","fact accuracy in photoscans,cm",image overlap,fractional dem-diff,fractional dd colours,volume control,monitoring area,result
575,independent-construction,placer-vineyards,2019-10-18,0.05,673.0,136.0,3.69,1.032,2943014.0,11402973.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,12.3,3600.0,1354.0,1.6,1.1,0.6,1.9,2.0,13.2,57.12,NAD83 / California zone 2 (ftUS) (EPSG::2226),0.131005 (0.570653 pix),0.833064 (32.0514 pix),3.60508,4.16542,High,136.0,1043.0,543.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,673.0,12.0,2.0,good overlapping,normal,blue,TRUE,True,good
571,engeo,treasure-island,2019-10-19,10.0,1187.0,107.0,2.92,0.7162,4489477.0,16025025.0,FC6310 (8.8 mm),4864 x 3648,2.61 x 2.61 um,1957.7,4980.0,864.0,2.7,2.1,1.0,3.4,3.5,10.9,84.92,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.160526 (0.796943 pix),10.4764 (49.1539 pix),4.54784,3.95291,High,123.0,2157.0,2966.0,good,10.0,FC6310 (8.8 mm),4864 x 3648,1187.0,1958.0,3.5,good overlapping,good,white,TRUE,True,good
576,fivepoint,mission-village,2019-10-21,10.0,2132.0,201.0,4.87,6.232,6946574.0,32707020.0,E90 (8.29 mm),5472 x 3648,2.4 x 2.4 um2.,346.2,1699.0,2513.0,1.9,2.1,1.1,2.9,3.1,18.0,30.72,NAD83 / California zone 5 (ftUS) (EPSG::2229),0.142678 (1.08143 pix),2.23191 (56.2013 pix),6.87154,5.1675,Medium,1128.0,4020.0,2722.0,good,10.0,E90 (8.29 mm),5472 x 3648,2132.0,346.0,3.1,good overlapping,good,white,TRUE,True,good
577,brookfield-residential-la,the-groves,2019-10-21,0.05,842.0,119.0,2.45,0.5012,2650445.0,14957004.0,senseFly Aeria X (18.5 mm),6000 x 4000,3.91 x 3.91 um,45.6,7320.0,560.0,2.1,2.4,3.8,3.2,5.0,9.17,1192.0,NAD83 / California zone 5 (ftUS) (EPSG::2229),0.177147 (0.756389 pix),1.69753 (39.1437 pix),4.04133,6.07927,High,135.0,2665.0,1546.0,good,0.05,senseFly Aeria X (18.5 mm),6000 x 4000,842.0,46.0,5.0,good overlapping,good,red,TRUE,True,good
578,brennan-tucker-homes,the-estates-at-wind-song-hill-addition,2019-10-21,10.0,308.0,125.0,3.86,0.1922,1259123.0,5840575.0,FC220 (4.73 mm),4000 x 3000,1.57 x 1.57 um,162.3,867.0,393.0,14.5,17.5,3.1,22.8,22.9,14.2,49.82,NAD83 / Texas North Central (ftUS) (EPSG::2276),0.286565 (0.924674 pix),1.55405 (39.7399 pix),3.56882,4.77486,High,87.0,305.0,234.0,good,10.0,FC220 (4.73 mm),4000 x 3000,308.0,162.0,22.9,good overlapping,normal,red-blue,TRUE,True,acceptable
579,sukut-construction,1307-altamont-landfill,2019-10-22,0.05,742.0,192.0,5.27,1.42,2391047.0,13025257.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.1,5460.0,758.0,3.4,3.1,2.0,4.6,5.0,19.0,27.62,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.148965 (0.522916 pix),0.776289 (35.223 pix),3.1077,6.0769,High,135.0,2018.0,1147.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,742.0,5.0,5.0,good overlapping,normal,blue,TRUE,True,good
588,legacy-partners,livermore,2019-10-26,0.05,88.0,74.2,2.09,0.03472,363566.0,1442109.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.3,402.0,36.0,0.5,0.7,1.6,0.9,1.8,7.47,1792.0,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.134515 (0.578388 pix),0.698053 (22.7002 pix),3.75441,4.26217,High,18.0,156.0,45.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,88.0,5.0,1.8,good overlapping,normal,blue,TRUE,False,good
587,lennar,innovation-village,2019-10-26,0.05,373.0,129.0,3.52,0.432,1850192.0,6285794.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,6.6,1560.0,476.0,4.6,4.1,1.0,6.2,6.3,12.7,62.32,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.135783 (0.687355 pix),1.02085 (31.9548 pix),4.40202,3.57993,High,54.0,576.0,278.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,373.0,7.0,6.3,good overlapping,good,white,TRUE,True,acceptable
586,independent-construction,meadowlands,2019-10-26,0.05,248.0,134.0,3.66,0.3422,1054801.0,4438423.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,12.2,1621.0,230.0,2.7,2.1,4.4,3.4,5.6,13.1,58.12,NAD83 / California zone 2 (ftUS) (EPSG::2226),0.146269 (0.649871 pix),2.25782 (33.362 pix),3.86319,4.53334,High,55.0,500.0,226.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,248.0,12.0,5.6,good overlapping,good,white,TRUE,True,good
585,lennar,gateway,2019-10-26,0.05,306.0,133.0,3.71,0.3732,1124995.0,5249291.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,13.5,1719.0,564.0,2.9,2.3,1.9,3.7,4.2,13.2,57.42,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.141816 (0.625131 pix),0.652882 (34.5147 pix),3.75773,5.06024,High,51.0,627.0,294.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,306.0,13.0,4.2,good overlapping,good,white,TRUE,True,acceptable
581,independent-construction,los-cerros,2019-10-26,0.05,531.0,148.0,4.15,0.7942,2212379.0,9333923.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,4.1,3586.0,702.0,1.1,1.5,1.9,1.9,2.7,14.9,452.0,NAD83 / California zone 2 (ftUS) (EPSG::2226),0.134982 (0.582053 pix),0.85215 (44.222 pix),3.60843,4.571,High,91.0,1076.0,730.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,531.0,4.0,2.7,good overlapping,good,red,TRUE,True,good
583,anthem-united,creekview,2019-10-26,0.05,951.0,133.0,3.81,1.662,3403748.0,16437033.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,13.8,6660.0,2027.0,14.4,2.7,1.5,14.6,14.7,13.5,55.12,NAD83 / California zone 2 (ftUS) (EPSG::2226),0.157501 (0.635628 pix),1.13272 (46.3172 pix),3.51303,5.21318,High,228.0,2118.0,1122.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,951.0,14.0,14.7,good overlapping,normal,red,TRUE,True,acceptable
582,independent-construction,placer-vineyards,2019-10-26,0.05,669.0,134.0,3.7,0.9462,2301958.0,9795985.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,13.4,3600.0,1570.0,0.8,0.9,1.3,1.2,1.8,13.2,57.32,NAD83 / California zone 2 (ftUS) (EPSG::2226),0.138155 (0.5822 pix),0.808595 (36.2516 pix),3.56374,4.57495,High,238.0,1237.0,570.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,669.0,13.0,1.8,good overlapping,good,blue,TRUE,True,good
591,brookfield-residential-bay-area,blvd,2019-10-26,0.05,225.0,133.0,3.69,0.4142,976131.0,4025873.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,10.9,1438.0,230.0,0.9,0.9,1.0,1.3,1.6,13.2,57.82,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.140723 (0.647055 pix),0.753528 (31.9738 pix),3.89511,4.43434,High,53.0,441.0,260.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,225.0,11.0,1.6,good overlapping,normal,red,TRUE,True,good
584,engeo,treasure-island,2019-10-26,10.0,1273.0,109.0,2.97,0.8962,4626231.0,18091035.0,FC6310 (8.8 mm),4864 x 3648,2.61 x 2.61 um,1826.4,7080.0,1259.0,3.4,2.4,1.2,4.1,4.3,11.1,81.12,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.169521 (0.822447 pix),2.98421 (43.665 pix),4.266,4.35879,High,327.0,2411.0,3449.0,good,10.0,FC6310 (8.8 mm),4864 x 3648,1273.0,1826.0,4.3,good overlapping,good,white,TRUE,True,good
592,brookfield-residential-la,the-groves,2019-10-28,0.05,835.0,121.0,2.49,0.4992,2642142.0,14638979.0,senseFly Aeria X (18.5 mm),6000 x 4000,3.91 x 3.91 um,29.6,6780.0,639.0,2.2,2.7,3.6,3.5,5.0,9.33,1152.0,NAD83 / California zone 5 (ftUS) (EPSG::2229),0.177217 (0.777368 pix),1.41361 (55.6025 pix),4.15749,5.99918,High,142.0,2674.0,1588.0,good,0.05,senseFly Aeria X (18.5 mm),6000 x 4000,835.0,30.0,5.0,good overlapping,good,white,TRUE,True,good
593,fivepoint,mission-village,2019-10-29,10.0,2209.0,197.0,4.8,6.552,7414029.0,33045106.0,E90 (8.29 mm),5472 x 3648,2.4 x 2.4 um2.,350.9,1693.0,2972.0,1.9,2.0,1.4,2.7,3.0,17.8,31.72,NAD83 / California zone 5 (ftUS) (EPSG::2229),0.14381 (1.11267 pix),2.47821 (47.3028 pix),6.97382,4.87753,Medium,1450.0,3840.0,2646.0,good,10.0,E90 (8.29 mm),5472 x 3648,2209.0,351.0,3.0,good overlapping,good,white,TRUE,True,good
594,brookfield-residential-bay-area,blvd,2019-11-01,0.05,224.0,134.0,3.68,0.4112,972794.0,4054083.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,10.5,1379.0,223.0,0.9,1.0,1.8,1.4,2.3,13.2,57.72,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.138428 (0.613066 pix),0.658124 (34.4476 pix),3.76959,4.46346,High,42.0,434.0,172.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,224.0,10.0,2.3,good overlapping,normal,blue,TRUE,True,good
595,independent-construction,placer-vineyards,2019-11-01,0.05,641.0,137.0,3.69,1.062,2106943.0,11900367.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,15.7,6060.0,856.0,2.5,2.4,2.0,3.5,4.0,13.2,57.32,NAD83 / California zone 2 (ftUS) (EPSG::2226),0.144902 (0.535744 pix),0.695069 (33.9 pix),3.32894,5.93132,High,168.0,1275.0,630.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,641.0,16.0,4.0,good overlapping,normal,red,TRUE,True,good
597,engeo,treasure-island,2019-11-04,10.0,1194.0,107.0,2.92,0.7212,4271492.0,16434738.0,FC6310 (8.8 mm),4864 x 3648,2.61 x 2.61 um,1941.3,5760.0,1054.0,3.4,2.6,1.1,4.3,4.4,10.9,83.62,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.16577 (0.811497 pix),4.63905 (43.5393 pix),4.28731,4.33959,High,144.0,2314.0,2401.0,good,10.0,FC6310 (8.8 mm),4864 x 3648,1194.0,1941.0,4.4,good overlapping,good,white,TRUE,True,good
598,brookfield-residential-la,the-groves,2019-11-04,0.05,852.0,115.0,2.36,0.5052,2968296.0,15073876.0,senseFly Aeria X (18.5 mm),6000 x 4000,3.91 x 3.91 um,49.1,7320.0,629.0,4.5,4.7,3.2,6.5,7.2,8.85,1282.0,NAD83 / California zone 5 (ftUS) (EPSG::2229),0.17658 (0.757593 pix),1.08755 (42.6508 pix),4.06945,5.43887,High,234.0,2425.0,1549.0,good,0.05,senseFly Aeria X (18.5 mm),6000 x 4000,852.0,49.0,7.2,good overlapping,good,white,TRUE,True,good
599,lennar,tracy-hills,2019-11-07,0.05,312.0,137.0,3.8,0.3642,1388505.0,5535322.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,8.3,1349.0,334.0,3.2,7.3,2.3,8.0,8.3,13.6,54.32,WGS 84 (EPSG::4326),0.146889 (0.761245 pix),0.62889 (42.1981 pix),4.34801,4.25045,High,10.0,628.0,338.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,312.0,8.0,8.3,good overlapping,good,white,FALSE,False,bad
601,lmc,sherwin-williams,2019-11-07,0.05,97.0,96.9,2.65,0.07022,474449.0,1659609.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,4.3,407.0,44.0,1.1,1.5,1.3,1.9,2.3,9.54,1102.0,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.128242 (0.679548 pix),0.569109 (30.3972 pix),4.50259,3.73061,High,23.0,170.0,59.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,97.0,4.0,2.3,good overlapping,good,white,TRUE,True,good
608,brookfield-residential-bay-area,blvd,2019-11-08,0.05,228.0,136.0,3.67,0.4152,970365.0,4113251.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,10.7,1418.0,190.0,0.5,1.0,0.9,1.1,1.4,13.2,57.72,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.140092 (0.623209 pix),0.647152 (39.8143 pix),3.80489,4.54501,High,33.0,467.0,270.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,228.0,11.0,1.4,good overlapping,good,white,TRUE,False,good
604,independent-construction,los-cerros,2019-11-08,0.05,523.0,149.0,4.13,0.7842,2201505.0,9162346.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.4,3550.0,585.0,1.1,1.3,1.7,1.7,2.4,14.9,45.12,NAD83 / California zone 2 (ftUS) (EPSG::2226),0.137384 (0.614216 pix),1.15358 (33.5441 pix),3.71926,4.52417,High,49.0,1095.0,681.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,523.0,5.0,2.4,good overlapping,good,blue,TRUE,True,good
605,independent-construction,placer-vineyards,2019-11-09,0.05,678.0,129.0,3.77,1.032,2033537.0,12466102.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,17.4,6600.0,742.0,1.5,1.1,2.0,1.8,2.7,13.2,57.22,NAD83 / California zone 2 (ftUS) (EPSG::2226),0.144529 (0.51164 pix),0.854339 (35.8561 pix),3.21286,6.48859,High,157.0,1546.0,662.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,678.0,17.0,2.7,good overlapping,normal,blue,TRUE,True,acceptable
602,engeo,treasure-island,2019-11-09,10.0,1178.0,108.0,2.93,0.6982,4012002.0,14721300.0,FC6310 (8.8 mm),4864 x 3648,2.61 x 2.61 um,1951.2,5880.0,974.0,2.5,2.0,0.8,3.2,3.3,11.0,83.32,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.16718 (0.881737 pix),2.02238 (52.6496 pix),4.67607,4.09296,High,148.0,2225.0,2516.0,good,10.0,FC6310 (8.8 mm),4864 x 3648,1178.0,1951.0,3.3,good overlapping,good,red,TRUE,True,acceptable
607,lennar,innovation-village,2019-11-10,0.05,381.0,127.0,3.54,0.4332,1857561.0,6426516.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,6.2,1488.0,449.0,3.4,3.0,1.4,4.6,4.8,12.7,61.92,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.138238 (0.730918 pix),0.786564 (34.7841 pix),4.47857,3.65108,High,43.0,639.0,289.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,381.0,6.0,4.8,good overlapping,good,white,TRUE,False,good
603,lennar,gateway,2019-11-10,0.05,305.0,133.0,3.72,0.3852,1160668.0,5584793.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,13.4,1804.0,356.0,3.1,2.8,2.8,4.2,5.1,13.2,572.0,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.142814 (0.622081 pix),0.686207 (32.8417 pix),3.74288,5.11355,High,56.0,617.0,274.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,305.0,13.0,5.1,good overlapping,good,white,TRUE,True,good
606,fivepoint,mission-village,2019-11-11,10.0,2229.0,204.0,4.93,6.542,6994958.0,33936208.0,E90 (8.29 mm),5472 x 3648,2.4 x 2.4 um2.,525.4,1833.0,2876.0,1.9,2.3,2.1,3.0,3.6,18.3,302.0,NAD83 / California zone 5 (ftUS) (EPSG::2229),0.152139 (1.15044 pix),4.26878 (52.089 pix),6.91717,5.32745,Medium,651.0,4380.0,2844.0,good,10.0,E90 (8.29 mm),5472 x 3648,2229.0,525.0,3.6,good overlapping,normal,blue,TRUE,True,good
609,independent-construction,gilbert-property-phase-1,2019-11-12,10.0,550.0,137.0,5.75,0.3332,1012383.0,6992943.0,FC350 (3.61 mm),4000 x 3000,1.56 x 1.56 um,397.6,2023.0,1088.0,4.2,4.2,0.9,6.0,6.0,19.9,25.42,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.228269 (0.893707 pix),4.29592 (34.1447 pix),3.799,8.17198,High,99.0,1033.0,756.0,good,10.0,FC350 (3.61 mm),4000 x 3000,550.0,398.0,6.0,good overlapping,normal,blue,FALSE,True,bad
610,independent-construction,wildflower,2019-11-12,10.0,141.0,132.0,5.68,0.09132,352783.0,1693722.0,FC350 (3.61 mm),4000 x 3000,1.56 x 1.56 um,407.2,510.0,128.0,2.7,3.8,2.5,4.7,5.3,19.8,25.42,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.2699 (1.17042 pix),4.42365 (38.9236 pix),4.28602,6.07232,High,86.0,238.0,112.0,good,10.0,FC350 (3.61 mm),4000 x 3000,141.0,407.0,5.3,good overlapping,good,white,TRUE,True,good
611,lmc,sherwin-williams,2019-11-14,0.05,160.0,72.2,2.0,0.07062,650991.0,2521410.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,4.1,812.0,165.0,0.6,1.0,0.2,1.1,1.2,7.13,1972.0,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.146718 (0.826903 pix),0.633731 (37.8053 pix),5.45414,4.16028,High,24.0,303.0,101.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,160.0,4.0,1.2,good overlapping,good,white,TRUE,True,good
615,independent-construction,los-cerros,2019-11-15,0.05,541.0,149.0,4.11,0.792,2351849.0,9720855.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.0,3261.0,633.0,1.3,1.2,1.3,1.8,2.2,14.9,452.0,NAD83 / California zone 2 (ftUS) (EPSG::2226),0.13925 (0.632493 pix),0.75168 (39.0489 pix),3.74204,4.45513,High,88.0,1180.0,754.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,541.0,5.0,2.2,good overlapping,good,white,TRUE,True,good
616,brookfield-residential-bay-area,blvd,2019-11-15,0.05,227.0,133.0,3.68,0.4092,937929.0,4080264.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,10.8,1469.0,225.0,0.5,1.0,0.8,1.1,1.3,13.1,57.92,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.139171 (0.601286 pix),0.621836 (31.9034 pix),3.69079,4.67941,High,63.0,456.0,264.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,227.0,11.0,1.3,good overlapping,good,white,TRUE,True,good
618,brookfield-residential-la,the-groves,2019-11-18,0.05,840.0,118.0,2.42,0.4962,2658079.0,14693488.0,senseFly Aeria X (18.5 mm),6000 x 4000,3.91 x 3.91 um,26.8,6480.0,577.0,3.6,4.6,3.9,5.9,7.0,9.06,1222.0,NAD83 / California zone 5 (ftUS) (EPSG::2229),0.177037 (0.775255 pix),0.908792 (47.1963 pix),4.1338,5.97363,High,100.0,2623.0,1477.0,good,0.05,senseFly Aeria X (18.5 mm),6000 x 4000,840.0,27.0,7.0,good overlapping,good,white,TRUE,True,acceptable
617,fivepoint,mission-village,2019-11-18,10.0,2195.0,200.0,4.93,6.512,7122994.0,33595612.0,E90 (8.29 mm),5472 x 3648,2.4 x 2.4 um2.,355.9,1752.0,2625.0,1.9,2.1,2.1,2.8,3.5,18.2,30.32,NAD83 / California zone 5 (ftUS) (EPSG::2229),0.143038 (1.08468 pix),3.03913 (65.0804 pix),6.87043,5.19207,Medium,678.0,4080.0,2699.0,good,10.0,E90 (8.29 mm),5472 x 3648,2195.0,356.0,3.5,good overlapping,normal,red,TRUE,True,good
623,independent-construction,creekview,2019-11-22,0.05,880.0,135.0,3.79,1.722,3111168.0,16226065.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,14.2,5760.0,1102.0,1.0,2.9,1.1,3.1,3.3,13.5,55.12,NAD83 / California zone 2 (ftUS) (EPSG::2226),0.150953 (0.577543 pix),0.84162 (40.2824 pix),3.36185,5.59465,High,159.0,1955.0,978.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,880.0,14.0,3.3,good overlapping,normal,red,TRUE,True,acceptable
621,independent-construction,placer-vineyards,2019-11-22,0.05,574.0,134.0,3.72,1.012,2280489.0,10594759.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,14.7,2862.0,580.0,2.2,1.1,1.5,2.5,2.9,13.2,57.12,NAD83 / California zone 2 (ftUS) (EPSG::2226),0.137683 (0.527828 pix),0.863108 (29.8511 pix),3.32343,4.93926,High,93.0,1094.0,556.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,574.0,15.0,2.9,good overlapping,good,red,TRUE,True,good
619,independent-construction,los-cerros,2019-11-22,0.05,479.0,149.0,4.14,0.8242,2107152.0,8370210.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,4.4,3420.0,463.0,1.5,2.2,1.4,2.7,3.0,14.9,45.12,NAD83 / California zone 2 (ftUS) (EPSG::2226),0.133401 (0.58839 pix),0.796317 (36.1346 pix),3.86436,4.27825,High,34.0,911.0,596.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,479.0,4.0,3.0,good overlapping,good,white,TRUE,True,acceptable
625,brookfield-residential-bay-area,blvd,2019-11-22,0.05,227.0,133.0,3.68,0.412,909967.0,4049009.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,11.0,1436.0,188.0,0.6,1.1,0.8,1.2,1.5,13.1,57.92,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.139688 (0.618848 pix),0.689632 (34.8159 pix),3.75444,4.80972,High,30.0,473.0,286.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,227.0,11.0,1.5,good overlapping,good,white,TRUE,False,good
622,lennar,gateway,2019-11-24,0.05,306.0,135.0,3.7,0.3782,1069536.0,5633569.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,15.5,1980.0,295.0,2.5,6.7,7.8,7.1,10.5,13.2,57.32,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.143382 (0.551799 pix),1.19494 (33.2811 pix),3.40049,5.59235,High,51.0,645.0,298.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,306.0,16.0,10.5,good overlapping,good,white,TRUE,True,good
626,lennar,innovation-village,2019-11-24,0.05,380.0,127.0,3.54,0.4342,1784955.0,6585039.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,6.3,1560.0,446.0,3.1,3.3,1.3,4.5,4.7,12.7,62.32,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.14047 (0.708898 pix),0.703535 (30.2677 pix),4.25851,3.89862,High,51.0,676.0,355.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,380.0,6.0,4.7,good overlapping,good,white,TRUE,False,good
620,engeo,treasure-island,2019-11-24,10.0,1281.0,109.0,2.97,0.8922,4513522.0,17526033.0,FC6310 (8.8 mm),4864 x 3648,2.61 x 2.61 um,1937.0,5880.0,1143.0,3.6,2.5,1.6,4.4,4.6,11.1,80.72,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.168209 (0.824547 pix),3.64431 (46.8486 pix),4.32756,4.30761,High,174.0,2351.0,3013.0,good,10.0,FC6310 (8.8 mm),4864 x 3648,1281.0,1937.0,4.6,good overlapping,good,white,TRUE,True,acceptable
627,brookfield-residential-la,the-groves,2019-11-25,0.05,850.0,119.0,2.44,0.4912,2596392.0,15125684.0,senseFly Aeria X (18.5 mm),6000 x 4000,3.91 x 3.91 um,66.1,8520.0,594.0,3.2,2.2,2.9,3.9,4.8,9.16,1192.0,NAD83 / California zone 5 (ftUS) (EPSG::2229),0.184255 (0.737136 pix),2.4616 (39.744 pix),3.83075,6.26005,High,142.0,2752.0,1606.0,good,0.05,senseFly Aeria X (18.5 mm),6000 x 4000,850.0,66.0,4.8,good overlapping,normal,red,TRUE,True,good
628,lennar,glen-loma-ranch,2019-11-26,0.05,335.0,143.0,3.92,0.4622,1370257.0,5953802.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,7.7,2204.0,338.0,4.3,2.0,0.2,4.7,4.7,14.1,50.32,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.143877 (0.649349 pix),1.77991 (33.2663 pix),3.74483,4.71318,High,38.0,758.0,387.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,335.0,8.0,4.7,good overlapping,normal,white,FALSE,False,bad
629,lennar,polo-ranch,2019-11-26,0.05,153.0,128.0,3.52,0.1392,668401.0,2205426.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,4.2,715.0,130.0,1.9,1.9,0.2,2.7,2.7,12.2,67.42,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.12286 (0.626132 pix),0.638161 (24.9803 pix),4.33451,3.48907,High,18.0,200.0,116.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,153.0,4.0,2.7,good overlapping,bad,blue,FALSE,False,bad
630,legacy-partners,livermore,2019-11-27,0.05,89.0,78.2,2.07,0.03922,431102.0,1507077.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.0,469.0,40.0,1.1,1.1,1.4,1.6,2.1,7.48,1782.0,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.140373 (0.674233 pix),0.752245 (37.507 pix),4.33468,3.65743,High,15.0,152.0,44.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,89.0,5.0,2.1,good overlapping,good,white,TRUE,False,good
631,lmc,sherwin-williams,2019-11-28,0.05,166.0,72.7,1.98,0.06692,832147.0,2730580.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,3.0,563.0,207.0,1.0,1.2,0.4,1.6,1.6,7.14,1962.0,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.121186 (0.674271 pix),0.543104 (29.3877 pix),4.63089,3.4651,High,17.0,255.0,128.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,166.0,3.0,1.6,good overlapping,good,white,TRUE,False,good
634,engeo,treasure-island,2019-11-29,10.0,1264.0,106.0,2.9,0.8892,4772164.0,17035781.0,FC6310 (8.8 mm),4864 x 3648,2.61 x 2.61 um,2028.0,5220.0,1145.0,3.2,2.5,0.7,4.0,4.1,10.7,86.62,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.161214 (0.78408 pix),1.89482 (42.3552 pix),4.32559,3.94764,High,239.0,2078.0,2965.0,good,10.0,FC6310 (8.8 mm),4864 x 3648,1264.0,2028.0,4.1,good overlapping,normal,white,TRUE,True,acceptable
633,brookfield-residential-bay-area,blvd,2019-11-29,0.05,228.0,134.0,3.68,0.4122,1018974.0,4156218.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,11.0,1295.0,232.0,0.6,1.0,0.7,1.1,1.3,13.1,57.92,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.131209 (0.565873 pix),0.656037 (27.0029 pix),3.68186,4.36292,High,30.0,435.0,229.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,228.0,11.0,1.3,good overlapping,normal,white,TRUE,True,acceptable
